abbreviation	officialName	equation	geneAssociation	proteinClass	ecocyc-rxn-ids	analysis	notes
NADH18pp	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	2dmmq8[c] + (4) h[c] + nadh[c] --> 2dmmql8[c] + (3) h[p] + nad[c]	( b2276  and  b2277  and  b2278  and  b2279  and  b2280  and  b2281  and  b2282  and  b2283  and  b2284  and  b2285  and  b2286  and  b2287  and  b2288 )	1.6.5.3			
NADH9	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	[c] : 2dmmq8 + h + nadh --> 2dmmql8 + nad	b1109	1.6.5.3			
NADPHQR2	NADPH Quinone Reductase (Ubiquinone-8)	[c] : h + nadph + q8 --> nadp + q8h2	b3028	1.6.99.6			
NADPHQR4	NADPH Quinone Reductase (2-Demethylmenaquinone-8)	[c] : 2dmmq8 + h + nadph --> 2dmmql8 + nadp	b3028	1.6.99.6			
NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	[c] : atp + h2o + nac + prpp --> adp + nicrnt + pi + ppi	b0931	2.4.2.11			
NHFRBO	NADH:flavorubredoxin oxidoreductase	[c] : h + nadh + (2) no --> h2o + n2o + nad	( b2710  and  b2711 )				
NI2abcpp	Nickle (Ni+2) ABC transporter (periplasm)	atp[c] + h2o[c] + ni2[c] --> adp[c] + h[c] + ni2[p] + pi[c]	b3469				
NMNt7pp	NMN transport via NMN glycohydrolase (periplasm)	h2o[c] + nmn[p] --> h[c] + ncam[c] + r5p[c]		3.2.2.14			
NO3R1bpp	Nitrate reductase (Ubiquinol-8)	no3[p] + q8h2[c] --> h2o[p] + no2[p] + q8[c]	( ( b2203  and  b2206 )  and  b2202  and  b2205  and  b2204 )	1.7.99.4			
NO3R1pp	Nitrate reductase (Ubiquinol-8) (periplasm)	(2) h[c] + no3[c] + q8h2[c] --> (2) h[p] + h2o[c] + no2[c] + q8[c]	( ( b1465  and  b1466  and  b1467  and  b1468 )  or  ( b1224  and  b1225  and  b1226  and  b1227 ) )	1.7.99.4			
NO3R2bpp	Nitrate reductase (Menaquinol-8) (periplasm)	mql8[c] + no3[p] --> h2o[p] + mqn8[c] + no2[p]	( ( b2203  and  b2206 )  and  b2202 )	1.7.99.4			
NO3t7pp	nitrate transport in via nitrite antiport (periplasm)	no2[c] + no3[p] --> no2[p] + no3[c]	( b1223  or  b1469 )				
NTD10pp	5'-nucleotidase (XMP)	[p] : h2o + xmp --> pi + xtsn	( b0480  or  b4055 )	3.1.3.5			
NTD11pp	5'-nucleotidase (IMP)	[p] : h2o + imp --> ins + pi	( b0480  or  b4055 )	3.1.3.5			
NTD12	5'-nucleotidase (dIMP)	[c] : dimp + h2o --> din + pi	( b2291  or  b2744 )	3.1.3.5			
NTD12pp	5'-nucleotidase (dIMP) (periplasm)	[p] : dimp + h2o --> din + pi	( b0480  or  b4055 )	3.1.3.5			
NTD1pp	5'-nucleotidase (dUMP)	[p] : dump + h2o --> duri + pi	( b0480  or  b4055 )	3.1.3.5			
NTD2pp	5'-nucleotidase (UMP)	[p] : h2o + ump --> pi + uri	( b0480  or  b4055 )	3.1.3.5			
NTD3pp	5'-nucleotidase (dCMP)	[p] : dcmp + h2o --> dcyt + pi	( b0480  or  b4055 )	3.1.3.5			
NTD4pp	5'-nucleotidase (CMP)	[p] : cmp + h2o --> cytd + pi	( b0480  or  b4055 )	3.1.3.5			
NTD5pp	5'-nucleotidase (dTMP)	[p] : dtmp + h2o --> pi + thymd	( b0480  or  b4055 )	3.1.3.5			
NTD6pp	5'-nucleotidase (dAMP)	[p] : damp + h2o --> dad-2 + pi	( b0480  or  b4055 )	3.1.3.5			
NTD7pp	5'-nucleotidase (AMP)	[p] : amp + h2o --> adn + pi	( b0480  or  b4055 )	3.1.3.5			
NTD8pp	5'-nucleotidase (dGMP)	[p] : dgmp + h2o --> dgsn + pi	( b0480  or  b4055 )	3.1.3.5			
NTD9pp	5'-nucleotidase (GMP)	[p] : gmp + h2o --> gsn + pi	( b0480  or  b4055 )	3.1.3.5			
NTP11	nucleoside-triphosphatase (dITP)	[c] : ditp + h2o --> didp + h + pi	b4394	3.6.1.15			
NTP3pp	nucleoside-triphosphatase (GTP) (periplasm)	[p] : gtp + h2o --> gdp + h + pi	b0980	3.6.1.15			
NTP5	nucleoside-triphosphatase (CTP)	[c] : ctp + h2o --> cdp + h + pi	b4161	3.6.1.15			
NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp)	[c] : gtp + h2o --> gmp + h + ppi	( b2781  or  b0099 )				
NTPP8	Nucleoside triphosphate pyrophosphorylase (utp)	[c] : h2o + utp --> h + ppi + ump	b2781				
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	[c] : h2o + itp --> h + imp + ppi	b2954	3.6.1.19			
NTPTP2	Nucleoside triphosphate tripolyhydrolase	[c] : gtp + h2o --> gsn + pppi	b0160	3.1.5.1			
NTRIR2x	nitrite Reductase (NADH)	[c] : (5) h + (3) nadh + no2 --> (2) h2o + (3) nad + nh4	( b3365  and  b3366 )				
NTRIR3pp	"nitrite Reductase (Ubiquinole-8, periplasm)"	(2) h[p] + no2[p] + (3) q8h2[c] --> (2) h2o[p] + nh4[p] + (3) q8[c]	( b4070  and  b4071  and  b4072  and  b4073 )				
NTRIR4pp	"nitrite Reductase (Menaquinole-8, periplasm)"	(2) h[p] + (3) mql8[c] + no2[p] --> (2) h2o[p] + (3) mqn8[c] + nh4[p]	( b4070  and  b4071  and  b4072  and  b4073 )				
ODECOAI	Octadecenoyl-coa cis-trans isomerization	[c] : odecoa --> od2coa	b3846	5.3.3.8			
OMMBLHX	"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	[c] : 2ommbl + (0.5) o2 --> 2omhmbl	b0662				
OMMBLHX3	"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)"	[c] : 2ommbl + (2) atp + (3) h2o + nad --> 2omhmbl + (2) adp + (3) h + nadh + (2) pi					
OMPHHX	2-octaprenyl-6-methoxyphenol hydroxylase	[c] : 2omph + (0.5) o2 --> 2ombzl	b2907				
OMPHHX3	2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)	[c] : 2omph + (2) atp + (3) h2o + nad --> 2ombzl + (2) adp + (3) h + nadh + (2) pi					
OPHHX3	2-Octaprenylphenol hydroxylase (anaerobic)	[c] : 2oph + (2) atp + (3) h2o + nad --> 2ohph + (2) adp + (3) h + nadh + (2) pi					
PA120abcpp	"phosphatidate transport via ABC system (n-C12:0, periplasm)"	atp[c] + h2o[c] + pa120[c] --> adp[c] + h[c] + pa120[p] + pi[c]	b0914				
PA140abcpp	"phosphatidate transport via ABC system (n-C14:0, periplasm)"	atp[c] + h2o[c] + pa140[c] --> adp[c] + h[c] + pa140[p] + pi[c]	b0914				
PA141abcpp	"phosphatidate transport via ABC system (n-C14:1, periplasm)"	atp[c] + h2o[c] + pa141[c] --> adp[c] + h[c] + pa141[p] + pi[c]	b0914				
PA160abcpp	"phosphatidate transport via ABC system (n-C16:0, periplasm)"	atp[c] + h2o[c] + pa160[c] --> adp[c] + h[c] + pa160[p] + pi[c]	b0914				
PA161abcpp	"phosphatidate transport via ABC system (n-C16:1, periplasm)"	atp[c] + h2o[c] + pa161[c] --> adp[c] + h[c] + pa161[p] + pi[c]	b0914				
PA180abcpp	"phosphatidate transport via ABC system (n-C18:0, periplasm)"	atp[c] + h2o[c] + pa180[c] --> adp[c] + h[c] + pa180[p] + pi[c]	b0914				
PA181abcpp	"phosphatidate transport via ABC system (n-C18:1, periplasm)"	atp[c] + h2o[c] + pa181[c] --> adp[c] + h[c] + pa181[p] + pi[c]	b0914				
PACALDt2rpp	phenylacetaldehyde reversible transport via proton symport (periplasm)	h[p] + pacald[p] <==> h[c] + pacald[c]					
PAPA120pp	"Phosphatidate phosphatase (periplasmic, n-C12:0)"	[p] : h2o + pa120 --> 12dgr120 + pi	b1278	3.1.3.4			
PAPA140pp	"Phosphatidate phosphatase (periplasmic, n-C14:0)"	[p] : h2o + pa140 --> 12dgr140 + pi	b1278	3.1.3.4			
PAPA141pp	"Phosphatidate phosphatase (periplasmic, n-C14:1)"	[p] : h2o + pa141 --> 12dgr141 + pi	b1278	3.1.3.4			
PAPA160pp	"Phosphatidate phosphatase (periplasmic, n-C16:0)"	[p] : h2o + pa160 --> 12dgr160 + pi	b1278	3.1.3.4			
PAPA161pp	"Phosphatidate phosphatase (periplasmic, n-C16:1)"	[p] : h2o + pa161 --> 12dgr161 + pi	b1278	3.1.3.4			
PAPA180pp	"Phosphatidate phosphatase (periplasmic, n-C18:0)"	[p] : h2o + pa180 --> 12dgr180 + pi	b1278	3.1.3.4			
PAPA181pp	"Phosphatidate phosphatase (periplasmic, n-C18:1)"	[p] : h2o + pa181 --> 12dgr181 + pi	b1278	3.1.3.4			
PAPSR2	phosphoadenylyl-sulfate reductase (glutaredoxin)	[c] : grxrd + paps --> grxox + (2) h + pap + so3	( ( b2762  and  b0849 )  or  ( b2762  and  b1064 )  or  ( b2762  and  b1654 )  or  ( b2762  and  b3610 ) )	1.8.4.8			
PDX5PO2	pyridoxine 5'-phosphate oxidase (anaerboic	[c] : nad + pdx5p --> h + nadh + pydx5p					
PDX5PS	Pyridoxine 5'-phosphate synthase	[c] : dxyl5p + nad + phthr --> co2 + h + (2) h2o + nadh + pdx5p + pi	( b0052  and  b2564 )				
PDXPP	Pyridoxine 5-phosphate phosphatase	[c] : h2o + pdx5p --> pi + pydxn					
PE120abcpp	"phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)"	atp[c] + h2o[c] + pe120[c] --> adp[c] + h[c] + pe120[p] + pi[c]	b0914				
PE140abcpp	"phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)"	atp[c] + h2o[c] + pe140[c] --> adp[c] + h[c] + pe140[p] + pi[c]	b0914				
PE141abcpp	"phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)"	atp[c] + h2o[c] + pe141[c] --> adp[c] + h[c] + pe141[p] + pi[c]	b0914				
PE160abcpp	"phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)"	atp[c] + h2o[c] + pe160[c] --> adp[c] + h[c] + pe160[p] + pi[c]	b0914				
PE161abcpp	"phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)"	atp[c] + h2o[c] + pe161[c] --> adp[c] + h[c] + pe161[p] + pi[c]	b0914				
PE180abcpp	"phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)"	atp[c] + h2o[c] + pe180[c] --> adp[c] + h[c] + pe180[p] + pi[c]	b0914				
PE181abcpp	"phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)"	atp[c] + h2o[c] + pe181[c] --> adp[c] + h[c] + pe181[p] + pi[c]	b0914				
PEAMNOpp	Phenethylamine oxidase	[p] : h2o + o2 + peamn --> h2o2 + nh4 + pacald	b1386	1.4.3.6			
PETNT161pp	phosphoethanolamine transferase (c-C16:1)	[p] : lipa + pe161 --> 12dgr161 + enlipa	b3546				
PETNT181pp	phosphoethanolamine transferase (c-C16:1)	[p] : lipa + pe181 --> 12dgr181 + enlipa	b3546				
PG120abcpp	"phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)"	atp[c] + h2o[c] + pg120[c] --> adp[c] + h[c] + pg120[p] + pi[c]	b0914				
PG140abcpp	"phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)"	atp[c] + h2o[c] + pg140[c] --> adp[c] + h[c] + pg140[p] + pi[c]	b0914				
PG141abcpp	"phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)"	atp[c] + h2o[c] + pg141[c] --> adp[c] + h[c] + pg141[p] + pi[c]	b0914				
PG160abcpp	"phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)"	atp[c] + h2o[c] + pg160[c] --> adp[c] + h[c] + pg160[p] + pi[c]	b0914				
PG161abcpp	"phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)"	atp[c] + h2o[c] + pg161[c] --> adp[c] + h[c] + pg161[p] + pi[c]	b0914				
PG180abcpp	"phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)"	atp[c] + h2o[c] + pg180[c] --> adp[c] + h[c] + pg180[p] + pi[c]	b0914				
PG181abcpp	"phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)"	atp[c] + h2o[c] + pg181[c] --> adp[c] + h[c] + pg181[p] + pi[c]	b0914				
PGMT	phosphoglucomutase	[c] : g1p <==> g6p	( b2690  or  b0688 )	5.4.2.2			
PGP120abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)"	atp[c] + h2o[c] + pgp120[c] --> adp[c] + h[c] + pgp120[p] + pi[c]	b0914				
PGP140abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)"	atp[c] + h2o[c] + pgp140[c] --> adp[c] + h[c] + pgp140[p] + pi[c]	b0914				
PGP141abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)"	atp[c] + h2o[c] + pgp141[c] --> adp[c] + h[c] + pgp141[p] + pi[c]	b0914				
PGP160abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)"	atp[c] + h2o[c] + pgp160[c] --> adp[c] + h[c] + pgp160[p] + pi[c]	b0914				
PGP161abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)"	atp[c] + h2o[c] + pgp161[c] --> adp[c] + h[c] + pgp161[p] + pi[c]	b0914				
PGP180abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)"	atp[c] + h2o[c] + pgp180[c] --> adp[c] + h[c] + pgp180[p] + pi[c]	b0914				
PGP181abcpp	"phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)"	atp[c] + h2o[c] + pgp181[c] --> adp[c] + h[c] + pgp181[p] + pi[c]	b0914				
PGPP120pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"	[p] : h2o + pgp120 --> pg120 + pi	( b1278  or  b0418 )	3.1.3.27			
PGPP140pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"	[p] : h2o + pgp140 --> pg140 + pi	( b1278  or  b0418 )	3.1.3.27			
PGPP141pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)"	[p] : h2o + pgp141 --> pg141 + pi	( b0418  or  b1278 )	3.1.3.27			
PGPP160pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)"	[p] : h2o + pgp160 --> pg160 + pi	( b0418  or  b1278 )	3.1.3.27			
PGPP161pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)"	[p] : h2o + pgp161 --> pg161 + pi	( b1278  or  b0418 )	3.1.3.27			
PGPP180pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)"	[p] : h2o + pgp180 --> pg180 + pi	( b1278  or  b0418 )	3.1.3.27			
PGPP181pp	"phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)"	[p] : h2o + pgp181 --> pg181 + pi	( b0418  or  b1278 )	3.1.3.27			
PHEMEtiex	protoheme transport irreversible out via diffusion (periplasm to extracellular)	pheme[p] --> pheme[e]					
PHYTSpp	Phytase (periplasm)	[p] : (6) h2o + minohp --> inost + (6) pi	b0980				
PIuabcpp	"phosphate transport via ABC system (uptake, periplasm)"	atp[c] + h2o[c] + pi[p] --> adp[c] + h[c] + (2) pi[c]	( b3726  and  b3725  and  b3727  and  b3728 )				
PLIPA1E120pp	"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)"	[p] : h2o + pe120 --> 2agpe120 + ddca + h	b3821	3.1.1.32			
PLIPA1E140pp	"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)"	[p] : h2o + pe140 --> 2agpe140 + h + ttdca	b3821	3.1.1.32			
PLIPA1E160pp	"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)"	[p] : h2o + pe160 --> 2agpe160 + h + hdca	b3821	3.1.1.32			
PLIPA1E161pp	"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)"	[p] : h2o + pe161 --> 2agpe161 + h + hdcea	b3821	3.1.1.32			
PLIPA1E180pp	"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)"	[p] : h2o + pe180 --> 2agpe180 + h + ocdca	b3821	3.1.1.32			
PLIPA1E181pp	"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)"	[p] : h2o + pe181 --> 2agpe181 + h + ocdcea	b3821	3.1.1.32			
PLIPA1G160pp	"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)"	[p] : h2o + pg160 --> 2agpg160 + h + hdca	b3821	3.1.1.32			
PLIPA1G161pp	"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)"	[p] : h2o + pg161 --> 2agpg161 + h + hdcea	b3821	3.1.1.32			
PLIPA2A120pp	"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)"	[p] : h2o + pa120 --> 1ddecg3p + ddca + h	b3821	3.1.1.4			
PLIPA2A140pp	"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)"	[p] : h2o + pa140 --> 1tdecg3p + h + ttdca	b3821	3.1.1.4			
PLIPA2A160pp	"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"	[p] : h2o + pa160 --> 1hdecg3p + h + hdca	b3821	3.1.1.4			
PLIPA2A161pp	"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"	[p] : h2o + pa161 --> 1hdec9eg3p + h + hdcea	b3821	3.1.1.4			
PLIPA2A180pp	"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)"	[p] : h2o + pa180 --> 1odecg3p + h + ocdca	b3821	3.1.1.4			
PLIPA2A181pp	"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"	[p] : h2o + pa181 --> 1odec11eg3p + h + ocdcea	b3821	3.1.1.4			
PLIPA2E160pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"	[p] : h2o + pe160 --> 1agpe160 + h + hdca	b3821	3.1.1.4			
PLIPA2E161pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"	[p] : h2o + pe161 --> 1agpe161 + h + hdcea	b3821	3.1.1.4			
PLIPA2E181pp	"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"	[p] : h2o + pe181 --> 1agpe181 + h + ocdcea	b3821	3.1.1.4			
PLIPA2G181pp	"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"	[p] : h2o + pg181 --> 1agpg181 + h + ocdcea	b3821	3.1.1.4			
PPALtpp	propanal transport via channel (periplasm)	ppal[c] <==> ppal[p]					
PPAt4pp	Na+/Propionate symporter (periplasm)	na1[p] + ppa[p] --> na1[c] + ppa[c]	b1015				
PPK2r	polyphosphate kinase	[c] : atp + ppi <==> adp + pppi	b2501	2.7.4.1			
PPKr	polyphosphate kinase	[c] : atp + pi <==> adp + ppi	b2501	2.7.4.1			
PPPGO3	protoporphyrinogen oxidase (anaerobic)	[c] : (3) fum + pppg9 --> ppp9 + (3) succ	b3850	1.3.3.4			
PPPNt2rpp	"3-phenylpropionate transport via proton symport, reversible (periplasm)"	h[p] + pppn[p] <==> h[c] + pppn[c]	b2536				
PPTHpp	Phosphonate hydrogenase (periplasm)	[p] : h2o + ppt --> h2 + pi	b0383				
PSCLYSt2pp	psicoselysine transport via proton symport (periplasm)	h[p] + psclys[p] --> h[c] + psclys[c]	b3370				
PSP_Lpp	phospho-L-serine phosphatase (periplasmic)	[p] : h2o + pser-L --> pi + ser-L	b4055				
PTHRpp	phospho-L-threonine phosphatase (periplasmic)	[p] : h2o + thrp --> pi + thr-L	b4055				
PTRCORNt7pp	putrescine/ornithine antiporter (periplasm)	orn[c] + ptrc[p] <==> orn[p] + ptrc[c]	b0692				
PYRt2rpp	pyruvate reversible transport via proton symport (periplasm)	h[p] + pyr[p] <==> h[c] + pyr[c]					
QMO2	quinol monooxygenase (Ubiquinol-8)	[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8	b3029				
QMO3	quinol monooxygenase (menaquinol 8)	[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s	b3029				
R5PPpp	ribose 5-phosphate phosphatase	[p] : h2o + r5p --> pi + rib-D	b4055				
SADT2	Sulfate adenyltransferase	[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	( b2751  and  b2752 )				
SELCYSS	selenocysteine synthase	[c] : selnp + sertrna(sec) --> h + pi + sectrna	b3591	2.9.1.1			
SPODMpp	superoxide dismutase	[p] : (2) h + (2) o2s --> h2o2 + o2	b1646	1.15.1.1			
SUCCt3pp	succinate transport out via proton antiport (periplasm)	h[p] + succ[c] --> h[c] + succ[p]					
SUCptspp	sucrose transport via PEP:Pyr  (periplasm)	pep[c] + sucr[p] --> pyr[c] + suc6p[c]	( b2417  and  b2429  and  b2415  and  b2416 )				
SULFACabcpp	sulfoacetate transport via ABC system (periplasm)	atp[c] + h2o[c] + sulfac[p] --> adp[c] + h[c] + pi[c] + sulfac[c]	( b0936  and  b0933  and  b0934 )				
TDECOAI	tetradecenoyl-coa cis-trans isomerization	[c] : tdecoa --> td2coa	b3846	5.3.3.8			
THRabcpp	L-threonine transport via ABC system (periplasm)	atp[c] + h2o[c] + thr-L[p] --> adp[c] + h[c] + pi[c] + thr-L[c]	( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )				
THRt4pp	L-threonine  via sodium symport (periplasm)	na1[p] + thr-L[p] --> na1[c] + thr-L[c]	b3089				
THYMt3pp	thymine transport out via proton antiport (periplasm)	h[p] + thym[c] --> h[c] + thym[p]					
THZPSN	thiazole phosphate synthesis	[c] : atp + cys-L + dxyl5p + tyr-L --> 4hba + 4mpetz + ala-L + amp + co2 + h + h2o + ppi	( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )				
TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8)	[c] : h + mql8 + tmao --> h2o + mqn8 + tma	( ( b1587  and  b1588  and  b1589  and  b1590 )  or  ( b0894  and  b0895  and  b0896 ) )				
TMAOR1pp	Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	h[p] + mql8[c] + tmao[p] --> h2o[p] + mqn8[c] + tma[p]	( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )				
TMAOR2	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	[c] : 2dmmql8 + h + tmao --> 2dmmq8 + h2o + tma	( b0894  and  b0895  and  b0896 )				
TMAOR2pp	Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm)	2dmmql8[c] + h[p] + tmao[p] --> 2dmmq8[c] + h2o[p] + tma[p]	( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )				
TRE6PS	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	[c] : g6p + udpg --> h + tre6p + udp	b1896	2.4.1.15			
TREHpp	"alpha,alpha-trehalase (periplasm)"	[p] : h2o + tre --> (2) glc-D	b1197	3.2.1.28			
TUNGSabcpp	tungstate transport via ABC system (periplasm)	atp[c] + h2o[c] + tungs[p] --> adp[c] + h[c] + pi[c] + tungs[c]	( b0763  and  b0764  and  b0765 )				
TYROXDApp	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm)	[p] : h2o + o2 + tym --> 4hoxpacd + h2o2 + nh4	b1386	1.4.3.6			
TYRPpp	phospho-L-tyrosine phosphatase (periplasmic)	[p] : h2o + tyrp --> pi + tyr-L	b4055				
UACGALPpp	UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)	[p] : h2o + udpacgal --> acgal1p + (2) h + ump	b0480	3.6.1.45			
UACGAMPpp	UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)	[p] : h2o + uacgam --> acgam1p + (2) h + ump	b0480	3.6.1.45			
UDCPDPpp	undecaprenyl-diphosphatase (periplasm)	[p] : h2o + udcpdp --> h + pi + udcpp	( b0841  or  b1278  or  b3057 )	3.6.1.27			
UDCPPtppi	undecaprenyl phosphate transport (cytoplasm to periplasm)	udcpp[p] --> udcpp[c]					
UDPGALPpp	UDPgalactose pyrophosphohydrolase	[p] : h2o + udpgal --> gal1p + (2) h + ump	b0480	3.6.1.45			
UDPGPpp	UDPglucose pyrophosphohydrolase	[p] : h2o + udpg --> g1p + (2) h + ump	b0480	3.6.1.45			
UGLCURPpp	UDP-D-glucuronate pyrophosphohydrolase (periplasm)	[p] : h2o + udpglcur --> glcur1p + (2) h + ump	b0480	3.6.1.45			
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	[c] : LalaDgluMdap + atp + uamr --> adp + h + pi + ugmd	b4233				
UM4PCP	"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase"	[c] : h2o + um4p --> ala-D + ugmd	b1192				
UNK3	2-keto-4-methylthiobutyrate transamination	[c] : 2kmb + glu-L --> akg + met-L					
UPLA4FNT	undecaprenyl phosphate-L-Ara4FN transferase	[c] : udcpp + udpLa4fn --> uLa4fn + udp	b2254				
UREAtpp	Urea transport via facilitate diffusion (periplasm)	urea[p] <==> urea[c]	b3927				
URIC	uricase	[c] : (2) h2o + o2 + urate --> alltn + co2 + h2o2		1.7.3.3			
URItex	uridine transport via diffusion (extracellular to periplasm)	uri[e] <==> uri[p]	b0411				
VALt2rpp	L-valine reversible transport via proton symport (periplasm)	h[p] + val-L[p] <==> h[c] + val-L[c]	b0401				
XANt2pp	xanthine transport in via proton symport (periplasm)	h[p] + xan[p] --> h[c] + xan[c]	b3654				
XANtpp	xanthine reversible transport (periplasm)	xan[p] <==> xan[c]					
XYLUt2pp	L-xylulose transport in via proton symport (periplasm)	h[p] + xylu-L[p] --> h[c] + xylu-L[c]	( b3577  and  b3578  and  b3579 )				
ZN2tpp	zinc transport in via permease (no H+)	zn2[p] --> zn2[c]	b3040				
