COMPOUND ID	NAME	FORMULA	KEGG	STATUS IN Oh et al model	MODEL IDs	CHARGE	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)														
cpd00072	D-Fructose 6-phosphate|D-Fructose 6-phosphoric acid|Neuberg ester|beta-D-Fructose 6-phosphate|D-Fructose6-phosphate|D-fructose-6-phosphate|D-fructose 6-phosphate	C6H12O9P	C00085|C05345	f6p	iJR904:f6p|iAO358:cll_171|iAG612:cbs_190:cbs_286|iAF692:f6p|iSB619:f6p|iAF1260:f6p|iIT341:f6p|iAbaylyiv4:FRUCTOSE-6P|iND750:f6p:f6p-B|iYO844:f6p|iPS189:f6p|iNJ661:f6p|iJN746:f6p	-1	-431.67	1.31														
cpd00073	Urea|Carbamide|urea	CH4N2O	C00086	urea	iJR904:urea|iAG612:cbs_181|iAF692:urea|iSB619:urea|iAF1260:urea|iIT341:urea|iAbaylyiv4:UREA|iND750:urea|iYO844:urea|iNJ661:urea|iJN746:urea	0	-48.70	0.50														
cpd00074	"Sulfur|S|Sulfur, precipitated"	S	C00087	s	iAF692:s|iYO844:s|iND750:s|iNJ661:s|iSB619:s|iAF1260:s	0	0.00	0.50														
cpd00075	Nitrite|nitrite	NO2	C00088	no2	iJR904:no2|iAG612:cbs_483|iAF692:no2|iSB619:no2|iAF1260:no2|iIT341:no2|iAbaylyiv4:NITRITE|iYO844:no2|iNJ661:no2|iJN746:no2	-1	-8.90	0.50														
cpd00076	Sucrose|Cane sugar|Saccharose|1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside|sucrose|SUCR	C12H22O11	C00089	sucr	iJR904:sucr|iAO358:cll_29:cll_408|iAG612:cbs_361:cbs_512|iYO844:sucr|iND750:sucr|iPS189:sucr|iSB619:sucr|iAF1260:sucr	0	-377.65	2.77														
cpd00077	"Catechol|1,2-Benzenediol|o-Benzenediol|1,2-Dihydroxybenzene|Brenzcatechin|Pyrocatechol|catechol"	C6H6O2	C00090|C15571	NOT IN MODEL	iAbaylyiv4:CATECHOL|iJN746:catechol	0	-49.38	0.88														
cpd00078	Succinyl-CoA|Succinyl coenzyme A|succinyl-CoA|succinyl-coa	C25H36N7O19P3S	C00091	succoa	iJR904:succoa|iAO358:cll_268|iAG612:cbs_105|iAF692:succoa|iSB619:succoa|iAF1260:succoa|iIT341:succoa|iAbaylyiv4:SUC-COA|iND750:succoa|iYO844:succoa|iPS189:succoa|iNJ661:succoa|iJN746:succoa	-4	-862.04	3.56														
cpd00079	D-Glucose 6-phosphate|Glucose 6-phosphate|Robison ester|alpha-D-Glucose 6-phosphate|D-Glucose6-phosphate|alpha-D-glucose-6-phosphate|D-glucose-6-phosphate|D-glucose 6-phosphate|glucose-6-phosphate	C6H12O9P	C00092|C00668	g6p	iJR904:g6p|iAO358:cll_85|iAG612:cbs_189:cbs_208:cbs_300|iAF692:g6p|iSB619:g6p|iAF1260:g6p|iIT341:g6p|iND750:g6p|iYO844:g6p|iPS189:g6p|iNJ661:g6p|iJN746:g6p	-1	-430.78	1.51														
cpd00080	sn-Glycerol 3-phosphate|Glycerophosphoric acid|sn-Gro-1-P|Glycerol-3-phosphate|Glycerol 3-phosphate|Glycerol3-phosphate|glycerol-3-phosphate|glycerol 3-phosphate|GLYC-3-P|D-Glycerol 1-phosphate|Glycerol 1-phosphate|sn-Glycerol 1-phosphate|L-Glycerol 1-phosphate	C3H8O6P	C00093|C00623	glyc3p	iJR904:glyc3p|iAO358:cll_206:cll_207|iAG612:cbs_342|iAF692:glyc1p|iSB619:glyc3p|iAF1260:glyc3p|iIT341:glyc3p|iAbaylyiv4:GLYCEROL-3P|iND750:glyc3p|iYO844:glyc3p|iPS189:glyc3p|iNJ661:glyc3p|iJN746:glyc3p	-1	-328.68	0.38														
cpd00081	Sulfite|Hydrogen sulfite|HSO3-|Sulfite (HSO3)-|Bisulfite|sulfite|H2SO3	HO3S	C00094|C11481	so3	iJR904:so3|iAO358:cll_499|iAG612:cbs_120|iAF692:so3|iSB619:so3|iAF1260:so3|iIT341:so3|iAbaylyiv4:SO3|iND750:so3|iYO844:so3|iNJ661:so3|iJN746:so3	-1	-126.15	0.50														
cpd00082	D-Fructose|Levulose|Fruit sugar|D-arabino-Hexulose|beta-D-Fructose|beta-Fruit sugar|beta-D-arabino-Hexulose|beta-Levulose|Fructose|arabino-Hexulose|D-fructose|fructose	C6H12O6	C00095|C01496|C02336|C10906	fru	iJR904:fru|iAO358:cll_30:cll_190|iAG612:cbs_288:cbs_332|iAF692:fru|iSB619:fru|iAF1260:fru|iAbaylyiv4:FRU|iND750:fru|iYO844:fru|iPS189:fru|iJN746:fru	0	-219.17	1.36														
cpd00084	L-Cysteine|L-2-Amino-3-mercaptopropionic acid|L-cysteine|l-cysteine	C3H7NO2S	C00097	cys-L	iJR904:cys-L|iAO358:cll_137|iAG612:cbs_395|iAF692:cys-L|iSB619:cys-L|iAF1260:cys-L|iIT341:cys_L|iAbaylyiv4:CYS|iND750:cys-L|iYO844:cys-L|iPS189:cys-L|iNJ661:cys-L|iJN746:cys-L	0	-83.39	0.70														
cpd00085	beta-Alanine|3-Aminopropionic acid|3-Aminopropanoate|beta-alanine	C3H7NO2	C00099	ala-B	iJR904:ala-B|iAG612:cbs_393|iAF692:ala-B|iSB619:ala-B|iAF1260:ala-B|iIT341:ala_B|iAbaylyiv4:B-ALANINE|iND750:ala-B|iYO844:ala-B|iNJ661:ala-B|iJN746:ala-B	0	-86.11	0.29														
cpd00086	Propanoyl-CoA|Propionyl-CoA|Propionyl coenzyme A|propionyl-CoA|propionyl-coa	C24H37N7O17P3S	C00100	ppcoa	iJR904:ppcoa|iAG612:cbs_97:cbs_495|iAF692:ppcoa|iAF1260:ppcoa|iAbaylyiv4:PROPIONYL-COA|iND750:ppcoa|iYO844:ppcoa|iNJ661:ppcoa|iPS189:ppcoa|iJN746:ppcoa	-3	-784.21	3.55														
cpd00087	"Tetrahydrofolate|5,6,7,8-Tetrahydrofolate|Tetrahydrofolic acid|THF|(6S)-Tetrahydrofolate|(6S)-Tetrahydrofolic acid|(6S)-THFA|tetrahydrofolate|5-6-7-8-Tetrahydrofolate|thf"	C19H21N7O6	C00101	thf	iJR904:thf|iAO358:cll_156|iAG612:cbs_30|iAF692:thf|iSB619:thf|iAF1260:thf|iIT341:thf|iAbaylyiv4:THF|iND750:thf|iYO844:thf|iPS189:thf|iNJ661:thf|iJN746:thf	-2	-113.97	3.02														
cpd00089	D-Glucose 1-phosphate|alpha-D-Glucose 1-phosphate|Cori ester|D-Glucose alpha-1-phosphate|alpha-D-Glucose-1-phosphate|D-Glucose1-phosphate|alpha-D-glucose-1-phosphate|D-glucose-1-phosphate|D-glucose 1-phosphate	C6H12O9P	C00103	g1p	iJR904:g1p|iAO358:cll_172|iAG612:cbs_39:cbs_46|iAF692:g1p|iSB619:g1p|iAF1260:g1p|iIT341:g1p|iAbaylyiv4:GLC-1-P|iND750:g1p|iYO844:g1p|iPS189:g1p|iNJ661:g1p|iJN746:g1p	-1	-430.78	1.51														
cpd00090	IDP|Inosine 5'-diphosphate|Inosine diphosphate	C10H12N4O11P2	C00104	idp	iJR904:idp|iAG612:cbs_366|iAF692:idp|iSB619:idp|iAF1260:idp|iND750:idp|iYO844:idp|iPS189:idp|iNJ661:idp	-2	-521.58	2.75														
cpd00091	UMP|Uridylic acid|Uridine monophosphate|Uridine 5'-monophosphate|5'Uridylic acid|ump	C9H12N2O9P	C00105	ump	iJR904:ump|iAO358:cll_274|iAG612:cbs_487|iAF692:ump|iSB619:ump|iAF1260:ump|iIT341:ump|iAbaylyiv4:UMP|iND750:ump|iYO844:ump|iPS189:ump|iNJ661:ump|iJN746:ump	-1	-397.77	1.88														
cpd00092	Uracil|uracil	C4H4N2O2	C00106	ura	iJR904:ura|iAO358:cll_343:cll_344|iAG612:cbs_523|iAF692:ura|iSB619:ura|iAF1260:ura|iIT341:ura|iAbaylyiv4:URACIL|iND750:ura|iYO844:ura|iPS189:ura|iNJ661:ura|iJN746:ura	0	-61.07	1.54														
cpd00093	Anthranilate|Anthranilic acid|o-Aminobenzoic acid|Vitamin L1|2-Aminobenzoate|anthranilate|2-aminobenzoate	C7H6NO2	C00108	anth	iJR904:anth|iAO358:cll_374|iAG612:cbs_201|iAF692:anth|iSB619:anth|iAF1260:anth|iIT341:anth|iAbaylyiv4:ANTHRANILATE|iND750:anth|iYO844:anth|iNJ661:anth|iJN746:anth	-1	-48.99	0.95														
cpd00094	2-Oxobutanoate|2-Ketobutyric acid|2-Oxobutyric acid|2-Oxobutyrate|2-Oxobutanoic acid|alpha-Ketobutyric acid|alpha-Ketobutyrate|2-oxobutanoate	C4H5O3	C00109	2obut	iJR904:2obut|iAO358:cll_234|iAG612:cbs_2|iAF692:2obut|iSB619:2obut|iAF1260:2obut|iIT341:2obut|iAbaylyiv4:2-OXOBUTANOATE|iND750:2obut|iYO844:2obut|iNJ661:2obut|iJN746:2obut	-1	-111.07	0.31														
cpd00095	Glycerone phosphate|Dihydroxyacetone phosphate|Dihydroxyacetonephosphate|glycerone-phosphate|glycerone phosphate|dihydroxy-acetone-phosphate	C3H6O6P	C00111	dhap	iJR904:dhap|iAO358:cll_170|iAG612:cbs_74|iAF692:dhap|iSB619:dhap|iAF1260:dhap|iIT341:dhap|iAbaylyiv4:DIHYDROXY-ACETONE-PHOSPHATE|iND750:dhap|iYO844:dhap|iPS189:dhap|iNJ661:dhap|iJN746:dhap	-1	-320.66	0.32														
cpd00096	CDP|Cytidine 5'-diphosphate|Cytidine diphosphate|cdp	C9H13N3O11P2	C00112	cdp	iJR904:cdp|iAO358:cll_125|iAG612:cbs_243|iAF692:cdp|iSB619:cdp|iAF1260:cdp|iIT341:cdp|iAbaylyiv4:CDP|iND750:cdp|iYO844:cdp|iPS189:cdp|iNJ661:cdp|iJN746:cdp	-2	-553.38	1.92														
cpd00098	Choline|Bilineurine|choline	C5H14NO	C00114	chol	iJR904:chol|iAO358:cll_118|iSB619:chol|iAF1260:chol|iAbaylyiv4:CHOLINE|iND750:chol|iYO844:chol|iPS189:chol|iNJ661:chol|iJN746:chol	1	12.19	1.97														
cpd00099	Chloride|HCl|Cl-|Chloride ion|Hydrochloric acid|Hydrogen chloride|Hydrochloride	Cl	C00115|C00698|C01327	NOT IN MODEL	iAF692:cl|iPS189:cl|iNJ661:cl|iAF1260:cl	-1	UNKNOWN	UNKNOWN														
cpd00100	"Glycerol|Glycerin|1,2,3-Trihydroxypropane|1,2,3-Propanetriol|glycerol|GLYC"	C3H8O3	C00116	glyc	iJR904:glyc|iAO358:cll_123:cll_205|iAG612:cbs_343|iAF692:glyc|iSB619:glyc|iAF1260:glyc|iIT341:glyc|iAbaylyiv4:GLYCEROL|iND750:glyc|iYO844:glyc|iPS189:glyc|iNJ661:glyc|iJN746:glyc	0	-116.18	0.44														
cpd00101	D-Ribose 5-phosphate|Ribose 5-phosphate|alpha-D-Ribose 5-phosphate|alpha-D-Ribose5-phosphate|D-ribose-5-phosphate|D-ribose 5-phosphate|ribose-5-phosphate	C5H10O8P	C00117|C03736	r5p	iJR904:r5p|iAO358:cll_146|iAG612:cbs_311:cbs_312|iAF692:r5p|iSB619:r5p|iAF1260:r5p|iIT341:r5p|iAbaylyiv4:RIBOSE-5P|iND750:r5p|iYO844:r5p|iPS189:r5p|iNJ661:r5p|iJN746:r5p	-1	-394.12	1.32														
cpd00102	(2R)-2-Hydroxy-3-(phosphonooxy)-propanal|D-Glyceraldehyde 3-phosphate|Glyceraldehyde 3-phosphate|Glyceraldehyde3-phosphate|D-glyceraldehyde-3-phosphate|D-glyceraldehyde 3-phosphate|Glyceraldehyde-3-phosphate|glyceraldehyde-3-phosphate	C3H6O6P	C00118|C16670	g3p	iJR904:g3p|iAO358:cll_148|iAG612:cbs_25:cbs_287|iAF692:g3p|iSB619:g3p|iAF1260:g3p|iIT341:g3p|iAbaylyiv4:GAP|iND750:g3p|iYO844:g3p|iPS189:g3p|iNJ661:g3p|iJN746:g3p	-1	-319.20	0.31														
cpd00103	5-Phospho-alpha-D-ribose 1-diphosphate|5-Phosphoribosyl diphosphate|5-Phosphoribosyl 1-pyrophosphate|PRPP|5-Phospho-alpha-D-ribose1-diphosphate|5-phosphoribosyl-1-pyrophosphate|5-phospho-alpha-D-ribose 1-diphosphate|prpp	C5H10O14P3	C00119	prpp	iJR904:prpp|iAO358:cll_37|iAG612:cbs_172|iAF692:prpp|iSB619:prpp|iAF1260:prpp|iIT341:prpp|iAbaylyiv4:PRPP|iND750:prpp|iYO844:prpp|iPS189:prpp|iNJ661:prpp|iJN746:prpp	-3	-814.62	1.32														
cpd00104	Biotin|D-Biotin|Vitamin H|Coenzyme R|BIOT|biotin	C10H15N2O3S	C00120	btn	iJR904:btn|iAO358:cll_446:cll_447|iAF692:btn|iSB619:btn|iAF1260:btn|iIT341:btn|iAbaylyiv4:BIOTIN|iND750:btn|iYO844:btn|iNJ661:btn	-1	-109.02	2.21														
cpd00105	D-Ribose|D-ribose	C5H10O5	C00121	rib-D	iJR904:rib-D|iAO358:cll_347|iAG612:cbs_310|iAF692:rib-D|iSB619:rib-D|iAF1260:rib-D|iIT341:rib_D|iAbaylyiv4:RIBOSE|iND750:rib-D|iYO844:rib-D|iPS189:rib-D|iNJ661:rib-D|iJN746:rib-D	0	-181.62	1.35														
cpd00106	Fumarate|Fumaric acid|trans-Butenedioic acid|fumarate	C4H2O4	C00122	fum	iJR904:fum|iAO358:cll_66|iAG612:cbs_138|iAF692:fum|iSB619:fum|iAF1260:fum|iIT341:fum|iAbaylyiv4:FUM|iND750:fum|iYO844:fum|iNJ661:fum|iJN746:fum	-2	-143.70	0.72														
cpd00107	L-Leucine|2-Amino-4-methylvaleric acid|(2S)-alpha-2-Amino-4-methylvaleric acid|(2S)-alpha-Leucine|L-leucine|l-leucine	C6H13NO2	C00123	leu-L	iJR904:leu-L|iAO358:cll_50|iAG612:cbs_90|iAF692:leu-L|iSB619:leu-L|iAF1260:leu-L|iIT341:leu_L|iAbaylyiv4:LEU|iND750:leu-L|iYO844:leu-L|iPS189:leu-L|iNJ661:leu-L|iJN746:leu-L	0	-84.87	0.45														
cpd00108	D-Galactose|D-galactose|GALC	C6H12O6	C00124	gal	iJR904:gal|iAO358:cll_197:cll_457|iAG612:cbs_292|iAF1260:gal|iIT341:gal|iND750:gal|iYO844:gal|iNJ661:gal|iPS189:gal	0	-218.28	1.54														
cpd00109	Ferricytochrome c|Cytochrome c3+	C42H52FeN8O6S2	C00125	ficytc	iYO844:ficytc|iND750:ficytc|iNJ661:ficytc|iJN746:ficytc	5	UNKNOWN	UNKNOWN														
cpd00110	Ferrocytochrome c|Cytochrome c2+|Reduced cytochrome c	C42H52FeN8O6S2	C00126	focytc	iYO844:focytc|iND750:focytc|iNJ661:focytc|iJN746:focytc	4	UNKNOWN	UNKNOWN														
cpd00111	Glutathione disulfide|GSSG|Oxiglutatione|Oxidized glutathione|oxidized glutathione|Oxidized glutathione glucose substituted	C20H30N6O12S2	C00127	gthox	iJR904:gthox|iAO358:cll_218|iAF692:gthox|iSB619:gthox|iAF1260:gthox|iAbaylyiv4:OXIDIZED-GLUTATHIONE|iND750:gthox|iYO844:gthox|iNJ661:gthox|iJN746:gthox	-2	-434.73	3.06														
cpd00112	CMP-N-acetylneuraminate	C20H29N4O16P	C00128	NOT IN MODEL		-2	-610.28	3.06														
cpd00113	Isopentenyl diphosphate|delta3-Isopentenyl diphosphate|delta3-Methyl-3-butenyl diphosphate|Isopentenyldiphosphate|isopentenyl diphosphate	C5H10O7P2	C00129	ipdp	iJR904:ipdp|iAO358:cll_240|iAF692:ipdp|iSB619:ipdp|iAF1260:ipdp|iIT341:ipdp|iAbaylyiv4:DELTA(3)-ISOPENTENYL-PP|iND750:ipdp|iYO844:ipdp|iNJ661:ipdp|iJN746:ipdp	-2	-439.84	0.58														
cpd00114	IMP|Inosinic acid|Inosine monophosphate|Inosine 5'-monophosphate|Inosine 5'-phosphate|5'-Inosinate|5'-Inosinic acid|5'-Inosine monophosphate|5'-IMP|imp	C10H12N4O8P	C00130	imp	iJR904:imp|iAO358:cll_220|iAG612:cbs_133|iAF692:imp|iSB619:imp|iAF1260:imp|iIT341:imp|iAbaylyiv4:IMP|iND750:imp|iYO844:imp|iPS189:imp|iNJ661:imp|iJN746:imp	-1	-313.58	2.74														
cpd00115	dATP|2'-Deoxyadenosine 5'-triphosphate|Deoxyadenosine 5'-triphosphate|Deoxyadenosine triphosphate|datp	C10H13N5O12P3	C00131	datp	iJR904:datp|iAO358:cll_293|iAG612:cbs_261|iAF692:datp|iSB619:datp|iAF1260:datp|iIT341:datp|iAbaylyiv4:DATP|iND750:datp|iYO844:datp|iPS189:datp|iNJ661:datp|iJN746:datp	-3	-634.01	2.99														
cpd00116	Methanol|Methyl alcohol	CH4O	C00132	meoh	iAF692:meoh|iYO844:meoh|iNJ661:meoh|iSB619:meoh	0	-41.90	0.50														
cpd00117	D-Alanine|D-2-Aminopropionic acid|D-Ala|D-alanine|d-alanine	C3H7NO2	C00133	ala-D	iJR904:ala-D|iAO358:cll_139|iAG612:cbs_382|iSB619:ala-D|iAF1260:ala-D|iIT341:ala_D|iAbaylyiv4:D-ALANINE|iYO844:ala-D|iNJ661:ala-D|iJN746:ala-D	0	-87.92	0.29														
cpd00118	"Putrescine|1,4-Butanediamine|1,4-Diaminobutane|Tetramethylenediamine|putrescine|PUTR"	C4H14N2	C00134	ptrc	iJR904:ptrc|iAO358:cll_320:cll_321|iAG612:cbs_182|iAF692:ptrc|iSB619:ptrc|iAF1260:ptrc|iIT341:ptrc|iAbaylyiv4:PUTRESCINE|iND750:ptrc|iYO844:ptrc|iPS189:ptrc|iNJ661:ptrc|iJN746:ptrc	2	-6.02	0.53														
cpd00119	L-Histidine|(S)-alpha-Amino-1H-imidazole-4-propionic acid|L-histidine|l-histidine	C6H9N3O2	C00135	his-L	iJR904:his-L|iAO358:cll_227|iAG612:cbs_413|iAF692:his-L|iSB619:his-L|iAF1260:his-L|iIT341:his_L|iAbaylyiv4:HIS|iND750:his-L|iYO844:his-L|iPS189:his-L|iNJ661:his-L|iJN746:his-L	0	-45.63	1.13														
cpd00120	Butanoyl-CoA|Butyryl-CoA|butanoyl-coa	C25H39N7O17P3S	C00136	btcoa	iJR904:btcoa|iAbaylyiv4:BUTYRYL-COA|iYO844:btcoa|iPS189:btcoa|iSB619:btcoa|iAF1260:btcoa|iJN746:btcoa	-3	-782.59	3.56														
cpd00121	myo-Inositol|D-myo-Inositol|1D-myo-Inositol|L-myo-Inositol|1L-myo-Inositol|meso-Inositol|Inositol|Dambose|Cyclohexitol|Meat sugar|Bios I|L-Inositol|(-)-Inositol|inositol	C6H12O6	C00137|C06151	inost	iJR904:inost|iAG612:cbs_372:cbs_373|iAF692:inost|iSB619:inost|iAF1260:inost|iND750:inost|iYO844:inost|iPS189:inost|iNJ661:inost	0	-219.96	1.50														
cpd00122	N-Acetyl-D-glucosamine|N-Acetylchitosamine|2-Acetamido-2-deoxy-D-glucose|GlcNAc	C8H15NO6	C00140	acgam	iJR904:acgam|iYO844:acgam|iPS189:acgam|iNJ661:acgam|iSB619:acgam|iAF1260:acgam	0	-212.63	1.63														
cpd00123	3-Methyl-2-oxobutanoic acid|3-Methyl-2-oxobutyric acid|3-Methyl-2-oxobutanoate|2-Oxo-3-methylbutanoate|2-Oxoisovalerate|2-Oxoisopentanoate|alpha-Ketovaline|2-Ketovaline|2-Keto-3-methylbutyric acid|3-methyl-2-oxobutanoate|3MOB|2-keto-isovalerate	C5H7O3	C00141	3mob	iJR904:3mob|iAO358:cll_83:cll_435|iAG612:cbs_54|iAF692:3mob|iSB619:3mob|iAF1260:3mob|iIT341:3mob|iAbaylyiv4:2-KETO-ISOVALERATE|iND750:3mob|iYO844:3mob|iNJ661:3mob|iJN746:3mob	-1	-111.26	0.39														
cpd00125	"5,10-Methylenetetrahydrofolate|(6R)-5,10-Methylenetetrahydrofolate|5,10-Methylene-THF|5,10-methylenetetrahydrofolate|5-10-Methylenetetrahydrofolate|5,10-methylene-thf"	C20H21N7O6	C00143	mlthf	iJR904:mlthf|iAO358:cll_182|iAG612:cbs_321:cbs_509|iAF692:mlthf|iSB619:mlthf|iAF1260:mlthf|iIT341:mlthf|iAbaylyiv4:METHYLENE-THF|iND750:mlthf|iYO844:mlthf|iPS189:mlthf|iNJ661:mlthf|iJN746:mlthf	-2	-93.65	3.09														
cpd00126	GMP|Guanosine 5'-phosphate|Guanosine monophosphate|Guanosine 5'-monophosphate|Guanylic acid|gmp	C10H13N5O8P	C00144	gmp	iJR904:gmp|iAO358:cll_209|iAG612:cbs_229|iAF692:gmp|iSB619:gmp|iAF1260:gmp|iIT341:gmp|iAbaylyiv4:GMP|iND750:gmp|iYO844:gmp|iPS189:gmp|iNJ661:gmp|iJN746:gmp	-1	-308.30	2.74														
cpd00128	Adenine|6-Aminopurine|adenine	C5H5N5	C00147	ade	iJR904:ade|iAO358:cll_36|iAG612:cbs_171|iAF692:ade|iSB619:ade|iAF1260:ade|iIT341:ade|iAbaylyiv4:ADENINE|iND750:ade|iYO844:ade|iPS189:ade|iNJ661:ade|iJN746:ade	0	78.85	2.73														
cpd00129	L-Proline|2-Pyrrolidinecarboxylic acid|L-proline|l-proline	C5H8NO2	C00148	pro-L	iJR904:pro-L|iAO358:cll_323|iAG612:cbs_38|iAF692:pro-L|iSB619:pro-L|iAF1260:pro-L|iIT341:pro_L|iAbaylyiv4:PRO|iND750:pro-L|iYO844:pro-L|iPS189:pro-L|iNJ661:pro-L|iJN746:pro-L	-1	-62.54	0.94														
cpd00130	(S)-Malate|L-Malate|L-Apple acid|L-Malic acid|L-2-Hydroxybutanedioic acid|(S)-malate|MALA|Malate|Malic acid|2-Hydroxybutanedioic acid|malate	C4H4O5	C00149|C00711	mal-L	iJR904:mal-L|iAO358:cll_259:cll_260|iAG612:cbs_336|iAF692:mal-L|iSB619:mal-L|iAF1260:mal-L|iIT341:mal_L|iAbaylyiv4:MAL|iND750:mal-L|iYO844:mal-L|iNJ661:mal-L|iJN746:mal-L	-2	-201.00	0.31														
cpd00132	L-Asparagine|2-Aminosuccinamic acid|L-asparagine|l-asparagine	C4H8N2O3	C00152	asn-L	iJR904:asn-L|iAO358:cll_34|iAG612:cbs_218|iAF692:asn-L|iSB619:asn-L|iAF1260:asn-L|iIT341:asn_L|iAbaylyiv4:ASN|iND750:asn-L|iYO844:asn-L|iPS189:asn-L|iNJ661:asn-L|iJN746:asn-L	0	-123.31	0.59														
cpd00133	Nicotinamide|Nicotinic acid amide|Niacinamide|Vitamin PP|nicotinamide|NICO|niacinamide	C6H6N2O	C00153	ncam	iJR904:ncam|iAO358:cll_476:cll_477|iSB619:ncam|iAF1260:ncam|iAbaylyiv4:NIACINAMIDE|iND750:ncam|iYO844:ncam|iNJ661:ncam	0	5.55	1.51														
cpd00134	Palmitoyl-CoA|Hexadecanoyl-CoA|Palmitoyl-CoA (n-C16:0CoA)|hexadecanoyl-coa	C37H63N7O17P3S	C00154	pmtcoa	iAbaylyiv4:C16:0-COA|iYO844:pmtcoa|iND750:pmtcoa|iNJ661:pmtcoa|iSB619:pmtcoa|iAF1260:pmtcoa|iJN746:pmtcoa	-3	-763.15	3.91														
cpd00135	L-Homocysteine|L-2-Amino-4-mercaptobutyric acid|L-homocysteine	C4H9NO2S	C00155	hcys-L	iJR904:hcys-L|iAO358:cll_134|iAG612:cbs_0|iAF692:hcys-L|iSB619:hcys-L|iAF1260:hcys-L|iIT341:hcys_L|iAbaylyiv4:HOMO-CYS|iND750:hcys-L|iYO844:hcys-L|iNJ661:hcys-L|iJN746:hcys-L	0	-81.77	0.71														
cpd00136	4-Hydroxybenzoate|Hydroxybenzoic acid|4-Hydroxybenzoic acid|Hydroxybenzenecarboxylic acid	C7H5O3	C00156	NOT IN MODEL	iIT341:4hbz|iJR904:4hbz|iAbaylyiv4:4-HYDROXYBENZOATE|iND750:4hbz|iNJ661:4hbz|iAF1260:4hbz|iJN746:4hbz	-1	-92.53	0.89														
cpd00137	"Citrate|Citric acid|2-Hydroxy-1,2,3-propanetricarboxylic acid|2-Hydroxytricarballylic acid|citrate"	C6H5O7	C00158	cit	iJR904:cit|iAO358:cll_119|iAG612:cbs_159|iAF692:cit|iSB619:cit|iAF1260:cit|iIT341:cit|iAbaylyiv4:CIT|iND750:cit|iYO844:cit|iNJ661:cit|iJN746:cit	-3	-280.44	0.50														
cpd00138	D-Mannose|Mannose|Seminose|Carubinose|D-mannose|mannose|MANN	C6H12O6	C00159	man	iJR904:man|iAO358:cll_327|iAG612:cbs_306:cbs_466|iSB619:man|iAF1260:man|iND750:man|iYO844:man|iNJ661:man|iPS189:man	0	-218.28	1.54														
cpd00139	Glycolate|Glycolic acid|Hydroxyacetic acid|glycolate	C2H3O3	C00160	glyclt	iIT341:glyclt|iJR904:glyclt|iAbaylyiv4:GLYCOLLATE|iAF692:glyclt|iYO844:glyclt|iNJ661:glyclt|iSB619:glyclt|iAF1260:glyclt|iJN746:glyclt	-1	-122.98	0.19														
cpd00141	Propanoate|Propionate|Propanoic acid|Propionic acid|Propionate (n-C3:0)|propionate	C3H5O2	C00163	ppa	iJR904:ppa|iAbaylyiv4:PROPIONATE|iAF692:ppa|iYO844:ppa|iPS189:ppa|iNJ661:ppa|iAF1260:ppa|iJN746:ppa	-1	-85.13	0.18														
cpd00142	Acetoacetate|3-Oxobutanoic acid|beta-Ketobutyric acid|Acetoacetic acid|acetoacetate	C4H5O3	C00164	acac	iIT341:acac|iJR904:acac|iAbaylyiv4:3-KETOBUTYRATE|iAG612:cbs_111|iYO844:acac|iND750:acac|iNJ661:acac|iAF1260:acac|iJN746:acac	-1	-113.53	0.25														
cpd00143	Phenylpyruvate|Phenylpyruvic acid|alpha-Ketohydrocinnamic acid|keto-Phenylpyruvate|3-Phenyl-2-oxopropanoate|phenylpyruvate	C9H7O3	C00166	phpyr	iJR904:phpyr|iAO358:cll_45|iAG612:cbs_488|iAF692:phpyr|iSB619:phpyr|iAF1260:phpyr|iIT341:phpyr|iAbaylyiv4:PHENYL-PYRUVATE|iND750:phpyr|iYO844:phpyr|iNJ661:phpyr|iJN746:phpyr	-1	-75.82	0.83														
cpd00144	UDP-glucuronate|UDPglucuronate|UDP-D-glucuronate|UDP-alpha-D-glucuronate|udp-d-glucuronate	C15H19N2O18P2	C00167	udpglcur	iJR904:udpglcur|iAbaylyiv4:UDP-GLUCURONATE|iAF692:udpglcur|iYO844:udpglcur|iPS189:udpglcur|iNJ661:udpglcur|iAF1260:udpglcur	-3	-805.77	3.09														
cpd00145	Hydroxypyruvate|Hydroxypyruvic acid|3-Hydroxypyruvate|3-Hydroxypyruvic acid|hydroxypyruvate	C3H3O4	C00168	NOT IN MODEL	iJR904:hpyr|iAbaylyiv4:OH-PYR|iSB619:hpyr|iAF1260:hpyr|iJN746:hpyr	-1	-148.92	0.32														
cpd00146	Carbamoyl phosphate|Carbamoylphosphate|carbamoyl-phosphate|carbamoyl phosphate	CH3NO5P	C00169	cbp	iJR904:cbp|iAO358:cll_55|iAG612:cbs_45|iAF692:cbp|iSB619:cbp|iAF1260:cbp|iIT341:cbp|iAbaylyiv4:CARBAMOYL-P|iND750:cbp|iYO844:cbp|iNJ661:cbp|iJN746:cbp	-1	-310.26	0.54														
