Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
Correct negative	Gene KO	ArgonneLBMedia	peg.131	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.131	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.132	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.132	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.132	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.133	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.133	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.133	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.134	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.134	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.134	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.135	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.135	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.135	rxn05296		False positive	Gene KO	ArgonneLBMedia	peg.137	"rxn00097,rxn01127"
False positive	Gene KO	ArgonneLBMedia	peg.137	"rxn00097,rxn01127"		False positive	Gene KO	ArgonneLBMedia	peg.137	"rxn00097,rxn01127"		Correct negative	Gene KO	ArgonneLBMedia	peg.140	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.140	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.140	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.141	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.141	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.141	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.142	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.142	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.142	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1420	rxn03030
Correct negative	Gene KO	ArgonneLBMedia	peg.1420	rxn03030		Correct negative	Gene KO	ArgonneLBMedia	peg.1420	rxn03030		Correct negative	Gene KO	ArgonneLBMedia	peg.1421	rxn01972
Correct negative	Gene KO	ArgonneLBMedia	peg.1421	rxn01972		Correct negative	Gene KO	ArgonneLBMedia	peg.1421	rxn01972		Correct negative	Gene KO	ArgonneLBMedia	peg.143	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.143	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.143	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.144	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.144	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.144	rxn05296		False positive	Gene KO	ArgonneLBMedia	peg.1460	rxn02342
False positive	Gene KO	ArgonneLBMedia	peg.1460	rxn02342		False positive	Gene KO	ArgonneLBMedia	peg.1460	rxn02342		Correct negative	Gene KO	ArgonneLBMedia	peg.149	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.149	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.149	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.150	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.150	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.150	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1510	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1510	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1510	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1520	rxn02011
Correct negative	Gene KO	ArgonneLBMedia	peg.1520	rxn02011		Correct negative	Gene KO	ArgonneLBMedia	peg.1520	rxn02011		Correct negative	Gene KO	ArgonneLBMedia	peg.1521	rxn03904
Correct negative	Gene KO	ArgonneLBMedia	peg.1521	rxn03904		Correct negative	Gene KO	ArgonneLBMedia	peg.1521	rxn03904		Correct negative	Gene KO	ArgonneLBMedia	peg.1522	rxn02008
Correct negative	Gene KO	ArgonneLBMedia	peg.1522	rxn02008		Correct negative	Gene KO	ArgonneLBMedia	peg.1522	rxn02008		Correct negative	Gene KO	ArgonneLBMedia	peg.1524	rxn03408
Correct negative	Gene KO	ArgonneLBMedia	peg.1524	rxn03408		Correct negative	Gene KO	ArgonneLBMedia	peg.1524	rxn03408		Correct negative	Gene KO	ArgonneLBMedia	peg.1525	rxn02285
Correct negative	Gene KO	ArgonneLBMedia	peg.1525	rxn02285		Correct negative	Gene KO	ArgonneLBMedia	peg.1525	rxn02285		Correct negative	Gene KO	ArgonneLBMedia	peg.1545	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1545	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1545	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1570	"rxn09562,rxn01509,rxn00239"
Correct negative	Gene KO	ArgonneLBMedia	peg.1570	"rxn09562,rxn01509,rxn00239"		Correct negative	Gene KO	ArgonneLBMedia	peg.1570	"rxn09562,rxn01509,rxn00239"		Correct negative	Gene KO	ArgonneLBMedia	peg.1573	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1573	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1573	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1575	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1575	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1575	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1584	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1584	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1584	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1591	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"
Correct negative	Gene KO	ArgonneLBMedia	peg.1591	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"		Correct negative	Gene KO	ArgonneLBMedia	peg.1591	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"		Correct negative	Gene KO	ArgonneLBMedia	peg.1592	"rxn05408,rxn05383,rxn05456,rxn05455,rxn05458,rxn05453,rxn05451,rxn05358,rxn05457,rxn05465,rxn05452,rxn05454,rxn05459"
False positive	Gene KO	ArgonneLBMedia	peg.1592	"rxn05408,rxn05383,rxn05456,rxn05455,rxn05458,rxn05453,rxn05451,rxn05358,rxn05457,rxn05465,rxn05452,rxn05454,rxn05459"		Correct negative	Gene KO	ArgonneLBMedia	peg.1592	"rxn05408,rxn05383,rxn05456,rxn05455,rxn05458,rxn05453,rxn05451,rxn05358,rxn05457,rxn05465,rxn05452,rxn05454,rxn05459"		Correct negative	Gene KO	ArgonneLBMedia	peg.1593	"rxn05422,rxn05426,rxn05364,rxn05372,rxn05430,rxn05341,rxn05410,rxn05376,rxn05342,rxn05337,rxn05385,rxn05339,rxn05401,rxn05338,rxn05397,rxn05360,rxn05340,rxn05414,rxn05461,rxn05405,rxn05368,rxn05418,rxn05393,rxn05389,rxn05380,rxn05336"
Correct negative	Gene KO	ArgonneLBMedia	peg.1593	"rxn05422,rxn05426,rxn05364,rxn05372,rxn05430,rxn05341,rxn05410,rxn05376,rxn05342,rxn05337,rxn05385,rxn05339,rxn05401,rxn05338,rxn05397,rxn05360,rxn05340,rxn05414,rxn05461,rxn05405,rxn05368,rxn05418,rxn05393,rxn05389,rxn05380,rxn05336"		Correct negative	Gene KO	ArgonneLBMedia	peg.1593	"rxn05422,rxn05426,rxn05364,rxn05372,rxn05430,rxn05341,rxn05410,rxn05376,rxn05342,rxn05337,rxn05385,rxn05339,rxn05401,rxn05338,rxn05397,rxn05360,rxn05340,rxn05414,rxn05461,rxn05405,rxn05368,rxn05418,rxn05393,rxn05389,rxn05380,rxn05336"		Correct negative	Gene KO	ArgonneLBMedia	peg.1594	rxn06023
Correct negative	Gene KO	ArgonneLBMedia	peg.1594	rxn06023		Correct negative	Gene KO	ArgonneLBMedia	peg.1594	rxn06023		Correct negative	Gene KO	ArgonneLBMedia	peg.1595	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.1595	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1595	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1596	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1596	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1596	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1601	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1601	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1601	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1605	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.1605	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1605	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1606	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1606	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1606	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1614	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1614	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1614	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1652	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1652	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1652	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1657	"rxn10225,rxn08311,rxn08307,rxn10223,rxn10221,rxn08309,rxn10224,rxn10222,rxn10220"
Correct negative	Gene KO	ArgonneLBMedia	peg.1657	"rxn10225,rxn08311,rxn08307,rxn10223,rxn10221,rxn08309,rxn10224,rxn10222,rxn10220"		Correct negative	Gene KO	ArgonneLBMedia	peg.1657	"rxn10225,rxn08311,rxn08307,rxn10223,rxn10221,rxn08309,rxn10224,rxn10222,rxn10220"		Correct negative	Gene KO	ArgonneLBMedia	peg.1658	rxn03958
Correct negative	Gene KO	ArgonneLBMedia	peg.1658	rxn03958		Correct negative	Gene KO	ArgonneLBMedia	peg.1658	rxn03958		Correct negative	Gene KO	ArgonneLBMedia	peg.1660	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1660	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1660	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1661	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1661	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1661	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1663	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.1663	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1663	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.1671	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.1671	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1671	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.1678	rxn01643
Correct negative	Gene KO	ArgonneLBMedia	peg.1678	rxn01643		Correct negative	Gene KO	ArgonneLBMedia	peg.1678	rxn01643		Correct negative	Gene KO	ArgonneLBMedia	peg.1680	rxn01644
Correct negative	Gene KO	ArgonneLBMedia	peg.1680	rxn01644		Correct negative	Gene KO	ArgonneLBMedia	peg.1680	rxn01644		Correct negative	Gene KO	ArgonneLBMedia	peg.1695	"rxn09113,rxn10259,rxn10264,rxn10261,rxn09111,rxn10263,rxn09109,rxn10262,rxn10260"
Correct negative	Gene KO	ArgonneLBMedia	peg.1695	"rxn09113,rxn10259,rxn10264,rxn10261,rxn09111,rxn10263,rxn09109,rxn10262,rxn10260"		Correct negative	Gene KO	ArgonneLBMedia	peg.1695	"rxn09113,rxn10259,rxn10264,rxn10261,rxn09111,rxn10263,rxn09109,rxn10262,rxn10260"		Correct negative	Gene KO	ArgonneLBMedia	peg.1741	"rxn06076,rxn05233,rxn05231,rxn06075"
Correct negative	Gene KO	ArgonneLBMedia	peg.1741	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.1741	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.1742	"rxn06076,rxn05233,rxn05231,rxn06075"
Correct negative	Gene KO	ArgonneLBMedia	peg.1742	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.1742	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.1743	"rxn06076,rxn05233,rxn05231,rxn06075"
Correct negative	Gene KO	ArgonneLBMedia	peg.1743	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.1743	"rxn06076,rxn05233,rxn05231,rxn06075"		Correct negative	Gene KO	ArgonneLBMedia	peg.177	"rxn00704,rxn01485"
Correct negative	Gene KO	ArgonneLBMedia	peg.177	"rxn00704,rxn01485"		Correct negative	Gene KO	ArgonneLBMedia	peg.177	"rxn00704,rxn01485"		Correct negative	Gene KO	ArgonneLBMedia	peg.178	rxn00555
Correct negative	Gene KO	ArgonneLBMedia	peg.178	rxn00555		Correct negative	Gene KO	ArgonneLBMedia	peg.178	rxn00555		False positive	Gene KO	ArgonneLBMedia	peg.1793	"rxn00785,rxn01200"
False positive	Gene KO	ArgonneLBMedia	peg.1793	"rxn00785,rxn01200"		False positive	Gene KO	ArgonneLBMedia	peg.1793	"rxn00785,rxn01200"		Correct negative	Gene KO	ArgonneLBMedia	peg.1810	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"
Correct negative	Gene KO	ArgonneLBMedia	peg.1810	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"		Correct negative	Gene KO	ArgonneLBMedia	peg.1810	"rxn10208,rxn10206,rxn10210,rxn10203,rxn10209,rxn10202,rxn10207,rxn10205,rxn10204"		Correct negative	Gene KO	ArgonneLBMedia	peg.1812	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1812	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1812	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1813	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.1813	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.1813	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.19	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.19	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.19	rxn05294		False positive	Gene KO	ArgonneLBMedia	peg.1941	rxn01872
False positive	Gene KO	ArgonneLBMedia	peg.1941	rxn01872		False positive	Gene KO	ArgonneLBMedia	peg.1941	rxn01872		Correct negative	Gene KO	ArgonneLBMedia	peg.2	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2187	"rxn00686,rxn01602"
Correct negative	Gene KO	ArgonneLBMedia	peg.2187	"rxn00686,rxn01602"		Correct negative	Gene KO	ArgonneLBMedia	peg.2187	"rxn00686,rxn01602"		Correct negative	Gene KO	ArgonneLBMedia	peg.2239	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2239	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2239	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2240	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2240	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2240	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2248	rxn06672
Correct negative	Gene KO	ArgonneLBMedia	peg.2248	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2248	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2249	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.2249	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2249	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2253	rxn02929
Correct negative	Gene KO	ArgonneLBMedia	peg.2253	rxn02929		Correct negative	Gene KO	ArgonneLBMedia	peg.2253	rxn02929		Correct negative	Gene KO	ArgonneLBMedia	peg.2278	"rxn03891,rxn01486,rxn03892,rxn05287"
Correct negative	Gene KO	ArgonneLBMedia	peg.2278	"rxn03891,rxn01486,rxn03892,rxn05287"		Correct negative	Gene KO	ArgonneLBMedia	peg.2278	"rxn03891,rxn01486,rxn03892,rxn05287"		Correct negative	Gene KO	ArgonneLBMedia	peg.2279	rxn05266
Correct negative	Gene KO	ArgonneLBMedia	peg.2279	rxn05266		Correct negative	Gene KO	ArgonneLBMedia	peg.2279	rxn05266		Correct negative	Gene KO	ArgonneLBMedia	peg.2280	"rxn03891,rxn01486,rxn03892,rxn05287"
Correct negative	Gene KO	ArgonneLBMedia	peg.2280	"rxn03891,rxn01486,rxn03892,rxn05287"		Correct negative	Gene KO	ArgonneLBMedia	peg.2280	"rxn03891,rxn01486,rxn03892,rxn05287"		Correct negative	Gene KO	ArgonneLBMedia	peg.2283	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2283	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2283	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2287	"rxn00611,rxn00612"
False positive	Gene KO	ArgonneLBMedia	peg.2287	"rxn00611,rxn00612"		False positive	Gene KO	ArgonneLBMedia	peg.2287	"rxn00611,rxn00612"		Correct negative	Gene KO	ArgonneLBMedia	peg.2293	"rxn00364,rxn01219"
False positive	Gene KO	ArgonneLBMedia	peg.2293	"rxn00364,rxn01219"		False positive	Gene KO	ArgonneLBMedia	peg.2293	"rxn00364,rxn01219"		Correct negative	Gene KO	ArgonneLBMedia	peg.2325	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2325	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2325	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2326	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2326	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2326	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2431	rxn03909
Correct negative	Gene KO	ArgonneLBMedia	peg.2431	rxn03909		Correct negative	Gene KO	ArgonneLBMedia	peg.2431	rxn03909		Correct negative	Gene KO	ArgonneLBMedia	peg.2432	"rxn01466,rxn01213"
Correct negative	Gene KO	ArgonneLBMedia	peg.2432	"rxn01466,rxn01213"		Correct negative	Gene KO	ArgonneLBMedia	peg.2432	"rxn01466,rxn01213"		Correct negative	Gene KO	ArgonneLBMedia	peg.2435	"rxn00907,rxn00690,rxn01211"
False positive	Gene KO	ArgonneLBMedia	peg.2435	"rxn00907,rxn00690,rxn01211"		False positive	Gene KO	ArgonneLBMedia	peg.2435	"rxn00907,rxn00690,rxn01211"		Correct negative	Gene KO	ArgonneLBMedia	peg.2438	rxn06672
Correct negative	Gene KO	ArgonneLBMedia	peg.2438	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2438	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2439	rxn06672
Correct negative	Gene KO	ArgonneLBMedia	peg.2439	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2439	rxn06672		Correct negative	Gene KO	ArgonneLBMedia	peg.2494	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2494	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2494	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2511	rxn06991
Correct negative	Gene KO	ArgonneLBMedia	peg.2511	rxn06991		Correct negative	Gene KO	ArgonneLBMedia	peg.2511	rxn06991		Correct negative	Gene KO	ArgonneLBMedia	peg.2520	"rxn04113,rxn04996"
Correct negative	Gene KO	ArgonneLBMedia	peg.2520	"rxn04113,rxn04996"		Correct negative	Gene KO	ArgonneLBMedia	peg.2520	"rxn04113,rxn04996"		Correct negative	Gene KO	ArgonneLBMedia	peg.2524	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.2524	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2524	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2525	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2525	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2525	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2529	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2529	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2529	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2530	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2530	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2530	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2544	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2544	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2544	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2558	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2558	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2558	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2559	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2559	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2559	rxn05294		False positive	Gene KO	ArgonneLBMedia	peg.2567	"rxn00105,rxn02155"
Correct negative	Gene KO	ArgonneLBMedia	peg.2567	"rxn00105,rxn02155"		False positive	Gene KO	ArgonneLBMedia	peg.2567	"rxn00105,rxn02155"		Correct negative	Gene KO	ArgonneLBMedia	peg.2743	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2743	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2743	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2752	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.2752	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2752	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.2758	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2758	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2758	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2759	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2759	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2759	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2797	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2797	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2797	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2799	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2799	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2799	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.28	"rxn01513,rxn01517"
Correct negative	Gene KO	ArgonneLBMedia	peg.28	"rxn01513,rxn01517"		Correct negative	Gene KO	ArgonneLBMedia	peg.28	"rxn01513,rxn01517"		Correct negative	Gene KO	ArgonneLBMedia	peg.2812	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2812	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2812	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2842	rxn00193
False positive	Gene KO	ArgonneLBMedia	peg.2842	rxn00193		False positive	Gene KO	ArgonneLBMedia	peg.2842	rxn00193		Correct negative	Gene KO	ArgonneLBMedia	peg.2866	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2866	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2866	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2867	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2867	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2867	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2888	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2888	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2888	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2889	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2889	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2889	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2901	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2901	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2901	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2902	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2902	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2902	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2909	rxn00100
Correct negative	Gene KO	ArgonneLBMedia	peg.2909	rxn00100		Correct negative	Gene KO	ArgonneLBMedia	peg.2909	rxn00100		False positive	Gene KO	ArgonneLBMedia	peg.2922	"rxn01343,rxn00545"
False positive	Gene KO	ArgonneLBMedia	peg.2922	"rxn01343,rxn00545"		False positive	Gene KO	ArgonneLBMedia	peg.2922	"rxn01343,rxn00545"		Correct negative	Gene KO	ArgonneLBMedia	peg.2923	rxn06673
Correct negative	Gene KO	ArgonneLBMedia	peg.2923	rxn06673		Correct negative	Gene KO	ArgonneLBMedia	peg.2923	rxn06673		False positive	Gene KO	ArgonneLBMedia	peg.2924	rxn06673
Correct negative	Gene KO	ArgonneLBMedia	peg.2924	rxn06673		Correct negative	Gene KO	ArgonneLBMedia	peg.2924	rxn06673		Correct negative	Gene KO	ArgonneLBMedia	peg.2926	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.2926	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2926	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.2969	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2969	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2969	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2970	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.2970	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2970	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.2982	rxn02286
Correct negative	Gene KO	ArgonneLBMedia	peg.2982	rxn02286		Correct negative	Gene KO	ArgonneLBMedia	peg.2982	rxn02286		Correct negative	Gene KO	ArgonneLBMedia	peg.3035	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.3035	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3035	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3058	rxn00126
Correct negative	Gene KO	ArgonneLBMedia	peg.3058	rxn00126		Correct negative	Gene KO	ArgonneLBMedia	peg.3058	rxn00126		Correct negative	Gene KO	ArgonneLBMedia	peg.3081	rxn02832
Correct negative	Gene KO	ArgonneLBMedia	peg.3081	rxn02832		Correct negative	Gene KO	ArgonneLBMedia	peg.3081	rxn02832		Correct negative	Gene KO	ArgonneLBMedia	peg.3082	rxn02831
